WKT,fid,id,ElDate,Election
"MULTIPOLYGON (((23.3297868731698 42.7547037877177,23.3294121834217 42.7537600593112,23.329012560223 42.7538625602237,23.3289894384435 42.7538079902824,23.3287262307162 42.7538608860298,23.3287389882365 42.7539463096349,23.329067851127 42.7548259373861,23.3285356027204 42.7549139844055,23.3291596816859 42.756554360545,23.32919523855 42.7565936040526,23.3301854538947 42.7563688797777,23.3299061687284 42.7556150547509,23.3300154848363 42.7555864858075,23.3298811516641 42.7551767361755,23.3299706500267 42.7551480454511,23.3297868731698 42.7547037877177)))","816","244605062",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3683732495185 42.7017126216265,23.368374162194 42.7015420392314,23.3683526065674 42.7015397656646,23.3705507263983 42.7014513336602,23.371405915691 42.7014875738939,23.3725300785667 42.7015747027162,23.3726828646555 42.7015916509672,23.372917478836 42.7016118374338,23.3729290380114 42.7015206917058,23.3730227165293 42.7007825725194,23.3664485489992 42.6995854878814,23.366342563192 42.6997516638414,23.366131216167 42.7001135119901,23.3660259113026 42.7000967370886,23.3657615342709 42.7000527925444,23.3656935995408 42.7003762996424,23.3656852864408 42.7004914319789,23.3658267567715 42.7005096281025,23.3657595212601 42.7009300648828,23.3657462918998 42.7010707450068,23.3655869554718 42.7019816031802,23.3658454579707 42.7020301391022,23.3659667174045 42.7020339014012,23.3660054976836 42.7020053109487,23.3660926007077 42.7020249616226,23.3666036038526 42.7021140397131,23.3667103660986 42.7019049396122,23.3667158027483 42.7018363291316,23.3667174796944 42.7018151345382,23.3667109124494 42.7018129504495,23.3667086409055 42.7017501765021,23.3666996563263 42.7017337359879,23.3665227592445 42.7017313523415,23.3664815401669 42.7017291894644,23.3664812882722 42.7016552047417,23.3664344234354 42.7016467856522,23.3664318204549 42.7017574316934,23.3663304204974 42.7017609565676,23.3663293713621 42.7017705819307,23.3662699243854 42.7017705375802,23.3662153332108 42.7017566613954,23.366130481518 42.7017251384075,23.3661394602856 42.7015252401631,23.366122674547 42.7014481208174,23.3661182504291 42.7012235325645,23.366204585658 42.7012227806957,23.3666093517125 42.7012200150654,23.3666061604769 42.7015344797819,23.3678163919711 42.7015421445303,23.3680751781882 42.7015499048688,23.3681038559955 42.7015842620019,23.3680959682484 42.7016173996444,23.3680077496275 42.7018349774424,23.3679779718981 42.7019084210843,23.3677944234836 42.7023611039683,23.3680995346195 42.7024116009675,23.3682848286362 42.7019253328103,23.3683141820435 42.7018482973881,23.3683732495185 42.7017126216265)))","817","244606001",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.371156440011 42.7029222763383,23.3714477644281 42.7029729762391,23.3714177369259 42.7030440835073,23.3713517198071 42.7032087730956,23.3709983280735 42.7031380263644,23.3709699206586 42.7032131620158,23.3707522505389 42.7031798147752,23.3703276420681 42.7031037621693,23.3701260108945 42.7030618681467,23.3697099264819 42.7029842874213,23.3696879002268 42.7030594604847,23.3693450689115 42.7029940473677,23.3693011628551 42.7031857222772,23.3711996777881 42.7035752878099,23.3710798352652 42.7038729151211,23.3711377372254 42.7038880573498,23.3714661934712 42.7039739553451,23.3711115814893 42.7044526432493,23.3712115614695 42.7045168086969,23.3710664661779 42.7046503024083,23.3713576362737 42.7048338926922,23.371643573215 42.7049979682508,23.3720239872116 42.7045521687362,23.3722232847392 42.7043186123067,23.3718965657733 42.7042418981305,23.3715699684317 42.7041370887043,23.3717847289311 42.7037267202903,23.3721222141629 42.7038079118095,23.3724302200759 42.7038838013932,23.3725935568604 42.7035311286159,23.3726921379394 42.7032036846055,23.3726983024655 42.7031832120811,23.3727747791372 42.7029291842671,23.3729036647176 42.7017240136623,23.3729174739619 42.7016118372793,23.372682868311 42.7015916510831,23.3725300736926 42.7015747025617,23.3714059095984 42.7014875737006,23.3705507312723 42.7014513338148,23.37043787898 42.7020439187649,23.3704075391387 42.7021868649358,23.3703770869734 42.7026076090624,23.3705863400186 42.7026319127572,23.3705540657844 42.70274516871,23.3705283810616 42.7028224075572,23.371156440011 42.7029222763383)))","818","244606002",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3656951365074 42.7025335623035,23.3658614727334 42.7025563193381,23.3660875201508 42.702590687557,23.3662706776405 42.7026253469362,23.36725575074 42.7027798917848,23.3671608916989 42.7030222362419,23.367522521775 42.7030976153296,23.3676301464009 42.7028411172138,23.3682622009217 42.7029846257556,23.3693011628551 42.7031857222772,23.3693450640374 42.702994047213,23.3696879038824 42.7030594606008,23.3697099228262 42.7029842873053,23.3701260084574 42.7030618680693,23.370327639631 42.703103762092,23.370752252976 42.7031798148525,23.3709699157844 42.7032131618611,23.3709983305106 42.7031380264417,23.3713517222442 42.7032087731729,23.3714177357074 42.7030440834687,23.3714477705208 42.7029729764323,23.3711564412295 42.7029222763769,23.3705283847172 42.7028224076732,23.3705540621287 42.702745168594,23.3705863436742 42.7026319128732,23.3703770918476 42.702607609217,23.3704075342646 42.7021868647812,23.3704378741059 42.7020439186102,23.3705507263983 42.7014513336602,23.3683526077859 42.7015397657033,23.3683741658496 42.7015420393474,23.3683732531741 42.7017126217426,23.3683141832621 42.7018482974268,23.3682848347288 42.7019253330037,23.3680995297454 42.7024116008127,23.3677944259207 42.7023611040457,23.3679779743351 42.7019084211617,23.3680077496275 42.7018349774424,23.368095969467 42.7016173996831,23.368103854777 42.7015842619632,23.3680751769697 42.7015499048301,23.3678163919711 42.7015421445303,23.3666061604769 42.7015344797819,23.3666093517125 42.7012200150654,23.366204585658 42.7012227806957,23.3661182504291 42.7012235325645,23.366122674547 42.7014481208174,23.3661394602856 42.7015252401631,23.366130481518 42.7017251384075,23.3662153332108 42.7017566613954,23.3662699243854 42.7017705375802,23.3663293713621 42.7017705819307,23.3663304204974 42.7017609565676,23.3664318204549 42.7017574316934,23.3664344234354 42.7016467856522,23.3664812882722 42.7016552047417,23.3664815401669 42.7017291894644,23.3665227592445 42.7017313523415,23.3666996563263 42.7017337359879,23.3667086409055 42.7017501765021,23.3667109124494 42.7018129504495,23.3667174796944 42.7018151345382,23.3667158027483 42.7018363291316,23.3667103660986 42.7019049396122,23.3666036038526 42.7021140397131,23.3660926007077 42.7020249616226,23.3660054976836 42.7020053109487,23.3659667174045 42.7020339014012,23.3658454579707 42.7020301391022,23.3658190718676 42.7021214675939,23.3656951365074 42.7025335623035)))","819","244606003",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3657462918998 42.7010707450068,23.3657595212601 42.7009300648828,23.3658267567715 42.7005096281025,23.3656852864408 42.7004914319789,23.3656935995408 42.7003762996424,23.3645985900488 42.7002309218497,23.3646500231059 42.6998881516866,23.3649087541218 42.6999072643746,23.3649853679219 42.6999183005893,23.3657180835776 42.7000455711306,23.3660259113026 42.7000967370886,23.366131216167 42.7001135119901,23.366342563192 42.6997516638414,23.3664485489992 42.6995854878814,23.3638955066168 42.6991204954926,23.3629158596598 42.6989420580292,23.3627913373738 42.699535086213,23.3639707042775 42.6997166075075,23.3639818123624 42.6998047072685,23.3639921203834 42.7004912763672,23.3639690400607 42.7006072060426,23.3639498694437 42.7007034590903,23.3636658332373 42.7016268596343,23.363663838984 42.7016333692246,23.3648042583155 42.7018346244124,23.3655869554718 42.7019816031802,23.3657462918998 42.7010707450068)))","820","244606004",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3649087541218 42.6999072643746,23.3646500231059 42.6998881516866,23.3645985900488 42.7002309218497,23.3653583049853 42.700331781172,23.3656935995408 42.7003762996424,23.3657615342709 42.7000527925444,23.3657180835776 42.7000455711306,23.3654117429433 42.6999923617445,23.3649853679219 42.6999183005893,23.3649087541218 42.6999072643746)),((23.3620074854691 42.7013271635058,23.3623300181121 42.7003745422766,23.3624235498627 42.7003878226866,23.3627913373738 42.699535086213,23.3629158596598 42.6989420580292,23.3620946662812 42.698792468236,23.3617512601136 42.6986928454286,23.3617327360199 42.6987025497355,23.3617198074068 42.6987093147919,23.3614984194049 42.6988751976195,23.3606551570356 42.6994275566962,23.3604961113758 42.6995380829124,23.360377838238 42.6996893459077,23.3602936445042 42.6998661266285,23.3602734120882 42.7000379877009,23.3608270991565 42.7001882791634,23.3607401387925 42.7004570714142,23.3607196538313 42.7005210231291,23.3608465023812 42.7007222860726,23.3608211931951 42.700796963968,23.3607518454375 42.7010456251351,23.3611942156667 42.701124413151,23.3614521837014 42.7011712375214,23.3614339588216 42.7012209501535,23.3620063433733 42.7013305370317,23.3620074854691 42.7013271635058)))","821","244606005",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3636658344558 42.701626859673,23.3631453474101 42.701532801014,23.3631453190059 42.7015328901518,23.3629481590511 42.7021558039129,23.3633226480396 42.7022253202678,23.3633890406963 42.7022376443467,23.363393965073 42.702240824473,23.3636638328915 42.701633369031,23.3636658344558 42.701626859673)),((23.3608271016461 42.7001882783422,23.3602734157437 42.7000379878172,23.3597499518533 42.7022656616326,23.3599528495819 42.7022973405921,23.3615058131206 42.7025754228365,23.361772617008 42.7019234357664,23.3620063409363 42.7013305369542,23.3614339624771 42.7012209502698,23.3614521885754 42.7011712376764,23.3611942107927 42.701124412996,23.360751850364 42.7010456243914,23.3608211956321 42.7007969640455,23.3608464999442 42.7007222859951,23.3607196513418 42.7005210239503,23.360740135137 42.7004570712979,23.3608271016461 42.7001882783422)))","822","244606006",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3615058131206 42.7025754228365,23.362960693495 42.7028431612906,23.363393965073 42.702240824473,23.3633890406963 42.7022376443467,23.3633226480396 42.7022253202678,23.3629481590511 42.7021558039129,23.3631453190059 42.7015328901518,23.3631453474101 42.701532801014,23.3620074830321 42.7013271634283,23.3620063409363 42.7013305369542,23.361772617008 42.7019234357664,23.3615058131206 42.7025754228365)))","823","244606007",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3658614715149 42.7025563192994,23.365695140163 42.7025335624197,23.3658190694305 42.7021214675165,23.3658454591892 42.7020301391409,23.3655869603459 42.701981603335,23.364804259534 42.7018346244511,23.3636638328915 42.701633369031,23.363393965073 42.702240824473,23.362960693495 42.7028431612906,23.3638424824251 42.7029889563979,23.3643276356452 42.7031596104097,23.3649851743545 42.7034628107067,23.3654220103784 42.7029598179889,23.3654913218465 42.7030043529817,23.3658896009816 42.7032602307508,23.3662183392091 42.7027249902575,23.3662706752035 42.7026253468588,23.3660875238064 42.7025906876731,23.3658614715149 42.7025563192994)))","824","244606008",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3649851804472 42.7034628109003,23.3653461335408 42.7036492201076,23.3667186884797 42.7043580480185,23.3669655581119 42.7044842071882,23.368227019103 42.7049792764494,23.3684095802578 42.7047252162345,23.3681155482117 42.7046130507001,23.3683465734086 42.7041993254593,23.3678205372805 42.704067974458,23.3675780359991 42.7039979387853,23.3673253830697 42.703908766165,23.3670895462642 42.7038281280907,23.3672453280417 42.7035599192792,23.3675849516969 42.7036686671846,23.3676555371059 42.7036690618511,23.3677718696515 42.7034414173179,23.3679156001756 42.7031899038542,23.3681538491979 42.7032552945422,23.3682622009217 42.7029846257556,23.3676301464009 42.7028411172138,23.367522521775 42.7030976153296,23.3671608916989 42.7030222362419,23.36725575074 42.7027798917848,23.3668640506467 42.7027184423731,23.3665270835019 42.7032354124924,23.3663380853941 42.7034972563711,23.365889635172 42.7032601679079,23.3658895961074 42.7032602305959,23.3658888792057 42.7032597756239,23.3654913279392 42.7030043531752,23.3654220115969 42.7029598180276,23.3649851804472 42.7034628109003)))","825","244606009",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3670895487013 42.7038281281681,23.3673253842882 42.7039087662037,23.3675780359991 42.7039979387853,23.3678205311877 42.7040679742645,23.3683465771167 42.7041993246766,23.3687110389871 42.7042951040673,23.3687900496741 42.7043029948809,23.3705337132578 42.704757402465,23.3707663854949 42.7043936026759,23.3707480097593 42.7043894333371,23.3707184328049 42.7043802210793,23.3704066449172 42.7043008078269,23.3704118778312 42.7042895404707,23.3704578121035 42.7041918115731,23.3704636449771 42.7041799068525,23.3704795933162 42.7041408407976,23.3704907345804 42.7041143648074,23.3708528509577 42.7042039608745,23.3708783737736 42.7042149263312,23.3708802856735 42.7042155110264,23.3710798352652 42.7038729151211,23.3711996777881 42.7035752878099,23.3693011628551 42.7031857222772,23.3682621948289 42.7029846255621,23.3681538540721 42.7032552946969,23.3679155977385 42.7031899037768,23.3677718708701 42.7034414173566,23.3676555346688 42.7036690617737,23.3675849480413 42.7036686670685,23.3672453304788 42.7035599193566,23.3670895487013 42.7038281281681)))","826","244606010",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3721222141629 42.7038079118095,23.3717847289311 42.7037267202903,23.3715699684317 42.7041370887043,23.3718965657733 42.7042418981305,23.3722232847392 42.7043186123067,23.3724302200759 42.7038838013932,23.3721222141629 42.7038079118095)),((23.3713576362737 42.7048338926922,23.3710664661779 42.7046503024083,23.3712115614695 42.7045168086969,23.3711115814893 42.7044526432493,23.3714661934712 42.7039739553451,23.3710798352652 42.7038729151211,23.3708802856735 42.7042155110264,23.3705337132578 42.704757402465,23.3687900496741 42.7043029948809,23.3687110389871 42.7042951040673,23.3684095839135 42.7047252163506,23.3682270142286 42.7049792762946,23.3694484737525 42.705487392113,23.3697839951373 42.705622271862,23.3703905844626 42.705874701556,23.3706457566249 42.7059789977052,23.3706725602509 42.7059899516238,23.3714672662611 42.7052045743297,23.371586085234 42.7050653331064,23.371643573215 42.7049979682508,23.3713576362737 42.7048338926922)),((23.3700521223735 42.7063187005164,23.3695776770682 42.7061404806323,23.3693178073508 42.7065561758795,23.3697898177673 42.7067150256129,23.3700521223735 42.7063187005164)))","827","244606011",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3699171425311 42.7070489626443,23.3706725602509 42.7059899516238,23.3703905844626 42.705874701556,23.3697839951373 42.705622271862,23.3694484737525 42.705487392113,23.3685541209642 42.7065877584608,23.3691059757738 42.7068178523797,23.3696698542853 42.7069866598311,23.3699171425311 42.7070489626443),(23.3697898177673 42.7067150256129,23.3693178073508 42.7065561758795,23.3695776770682 42.7061404806323,23.3700521223735 42.7063187005164,23.3697898177673 42.7067150256129)))","828","244606012",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3708528509577 42.7042039608745,23.3704907345804 42.7041143648074,23.3704795933162 42.7041408407976,23.3704636449771 42.7041799068525,23.3704578121035 42.7041918115731,23.3704118778312 42.7042895404707,23.3704066449172 42.7043008078269,23.3707184328049 42.7043802210793,23.3707480097593 42.7043894333371,23.3707663854949 42.7043936026759,23.3708802856735 42.7042155110264,23.3708783737736 42.7042149263312,23.3708528509577 42.7042039608745)),((23.3694484737525 42.705487392113,23.3682270142286 42.7049792762946,23.3673622721947 42.7060766719238,23.3679730442075 42.7063363875069,23.3685541209642 42.7065877584608,23.3694484737525 42.705487392113)))","829","244606013",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3687110389871 42.7042951040673,23.3683465771167 42.7041993246766,23.3681155433373 42.7046130505453,23.3684095839135 42.7047252163506,23.3687110389871 42.7042951040673)),((23.3667186933539 42.7043580481733,23.3653461384151 42.7036492202625,23.3654934553822 42.7039770155342,23.365318439946 42.7040284811001,23.365647121412 42.7047548133965,23.3664471493856 42.7051240375436,23.3661144440384 42.70553465925,23.3661267604619 42.705539292342,23.3664070959773 42.7056446071082,23.3667923962805 42.7058171733484,23.3673622721947 42.7060766719238,23.3682270142286 42.7049792762946,23.366965560549 42.7044842072656,23.3667186933539 42.7043580481733)))","830","244606014",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.366864044554 42.7027184421795,23.3662706752035 42.7026253468588,23.3662183392091 42.7027249902575,23.3659529650024 42.703157064305,23.3659320802474 42.7031914996583,23.3658896388277 42.7032601680241,23.366338082957 42.7034972562936,23.3665270883761 42.7032354126472,23.366864044554 42.7027184421795)),((23.3664070959773 42.7056446071082,23.3661267604619 42.705539292342,23.3659043566534 42.705845361121,23.3658392086082 42.706085493221,23.365878475899 42.707158680921,23.3663128048006 42.7087454097796,23.366755312854 42.7088313373271,23.3673471971985 42.7088606793266,23.3679272348612 42.7088027418578,23.3690373720037 42.7086613994599,23.369369044303 42.7086354884491,23.3696894763687 42.7077788347748,23.3699171425311 42.7070489626443,23.3696698542853 42.7069866598311,23.3691059757738 42.7068178523797,23.3685541209642 42.7065877584608,23.3679730442075 42.7063363875069,23.3673622721947 42.7060766719238,23.3667923962805 42.7058171733484,23.3664070959773 42.7056446071082)),((23.3649036595826 42.7095376608411,23.3648509358311 42.7093026363984,23.3645220389111 42.7093354934611,23.3642494725604 42.7093651391612,23.3637724495203 42.709452679471,23.3638022042516 42.7096872308549,23.3642943306092 42.7096169297797,23.3645558017455 42.7095839699099,23.3649036595826 42.7095376608411)))","831","244606015",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3661206384191 42.6989526040723,23.3661099664965 42.6987860476666,23.367714102651 42.6990811640969,23.3677829796929 42.698856463241,23.3674251655972 42.6988001931962,23.3674202950245 42.6986520355032,23.3677872964387 42.6986563528143,23.3678238166128 42.6973486588995,23.3689799461511 42.6973448163361,23.3690384237463 42.6970387548604,23.3685251972364 42.6971329524065,23.3683102935511 42.6971624091777,23.3680999334832 42.6972114388439,23.3679868734474 42.6970592329236,23.367898523588 42.6969676788261,23.3676627400168 42.6967591558076,23.3680956131393 42.6964809180475,23.3684572215306 42.6962351783534,23.3679762248583 42.6958497479553,23.367616918722 42.6961256347313,23.3666088024887 42.6953774011871,23.3655454203471 42.6959389442676,23.3635024865387 42.6966127056503,23.3643248411737 42.6970319758462,23.3649052969122 42.6973227274492,23.3649380175027 42.6973391147122,23.365948337417 42.6972503924061,23.3666950368101 42.6971087450372,23.3669133389548 42.6973393142087,23.3669325125464 42.6973387886475,23.366943749515 42.6974967280295,23.3656840398962 42.6977683166316,23.3652309470439 42.6977618396273,23.3643733705277 42.6977451568551,23.3637269727275 42.6976500507047,23.3637383031502 42.6974625971825,23.3629135347493 42.6975556887928,23.3627780549528 42.6976400462041,23.3625433776977 42.698021750853,23.3624571569861 42.6983864121111,23.3661195161583 42.6990734718003,23.3661206384191 42.6989526040723)))","832","244606016",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3697572289746 42.6983991895441,23.3709015509375 42.6983136981008,23.3709829490152 42.6986357854966,23.3724290040737 42.6985271208057,23.3726518352227 42.6984861501187,23.3726678393431 42.6981581267981,23.3726891233681 42.6980911079797,23.3729828308209 42.6971661193848,23.3730202849187 42.6971078294394,23.3734540848536 42.6964327655051,23.3735565324418 42.6962829705929,23.3736910384169 42.6960863206445,23.3745371295056 42.6948492104826,23.3751555255945 42.6939203791109,23.3767631816702 42.6915055695856,23.3777958463947 42.6898987087504,23.3784555419285 42.6891028882424,23.3786971385243 42.6888615673673,23.3796591114735 42.6882000872419,23.3795188870938 42.6880630853896,23.3792598845222 42.6877421110906,23.3787432615599 42.6873558322406,23.3779663755317 42.6867467625503,23.3776475822941 42.6867160471267,23.3775738060352 42.6866819642549,23.3774960575034 42.6866924735861,23.3772223517864 42.6868996246867,23.3769311873158 42.6870580564631,23.3767707135166 42.6870259228464,23.376706569802 42.6870297952095,23.3763042666099 42.6873235432025,23.3750079391511 42.6882754158592,23.3756502766073 42.6892988267801,23.3666088024887 42.6953774011871,23.367616918722 42.6961256347313,23.3679762248583 42.6958497479553,23.3684572215306 42.6962351783534,23.3680956131393 42.6964809180475,23.3676627400168 42.6967591558076,23.367898523588 42.6969676788261,23.3679868734474 42.6970592329236,23.3680999334832 42.6972114388439,23.3683102935511 42.6971624091777,23.3685251972364 42.6971329524065,23.3690384237463 42.6970387548604,23.3689799461511 42.6973448163361,23.3678238166128 42.6973486588995,23.3677872964387 42.6986563528143,23.3674202950245 42.6986520355032,23.3674251655972 42.6988001931962,23.3677829796929 42.698856463241,23.3689449448594 42.6987798832039,23.3690980255653 42.6987622698382,23.3694762359971 42.6987347667652,23.3697878877603 42.6987157147178,23.3697572289746 42.6983991895441)),((23.3727102971219 42.6989927098467,23.3726801731425 42.6988284859853,23.372668123527 42.6987628016596,23.3720027923289 42.6988063984221,23.3720129637838 42.6989475316237,23.372181036799 42.6989484554319,23.3721854577806 42.6990852751661,23.3727102971219 42.6989927098467)),((23.3697711715935 42.6993128149857,23.3697825170473 42.6991230022001,23.3694377436908 42.6991130083677,23.3694313768932 42.6992993207628,23.3697711715935 42.6993128149857)))","833","244606017",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3677829796929 42.698856463241,23.367714102651 42.6990811640969,23.3661099664965 42.6987860476666,23.3661206384191 42.6989526040723,23.3661195161583 42.6990734718003,23.3710968201932 42.7000069962151,23.3711200135688 42.6999374009869,23.3711688314471 42.6994291673423,23.3710910422586 42.6990950264439,23.3706745278534 42.6991526034235,23.3705915125355 42.6986559335786,23.3709829490152 42.6986357854966,23.3709015509375 42.6983136981008,23.3697572289746 42.6983991895441,23.3697878877603 42.6987157147178,23.3694762359971 42.6987347667652,23.3690980255653 42.6987622698382,23.3689449448594 42.6987798832039,23.3677829796929 42.698856463241),(23.3694377436908 42.6991130083677,23.3697825170473 42.6991230022001,23.3697711715935 42.6993128149857,23.3694313768932 42.6992993207628,23.3694377436908 42.6991130083677)))","834","244606018",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3751799002599 42.6975130302752,23.3751721643781 42.6970822116214,23.3745758326656 42.6970934134642,23.3739118578111 42.697105887759,23.3737978007491 42.6972710829409,23.373677084924 42.697510430892,23.3744330024767 42.6975094349842,23.3746041802429 42.6975092155389,23.3751799002599 42.6975130302752)),((23.3773236277745 42.6975394697883,23.3772079981565 42.6975341042858,23.3770998187103 42.6975376473736,23.3770973874547 42.697573542672,23.3770811479232 42.697844638062,23.377288919752 42.6978557004766,23.3773230545129 42.6978575216318,23.3773225351199 42.6978616632787,23.377490806977 42.697881459047,23.3776239990412 42.6978895179805,23.3776749209598 42.6975879514618,23.3775385544052 42.6975691348057,23.3773236277745 42.6975394697883)),((23.3784376187323 42.697688293139,23.3782892139164 42.6976633381305,23.3782766031703 42.6976990363263,23.3781976954231 42.6979106790668,23.3782082459185 42.6980138237822,23.3784382244838 42.6980107250211,23.3784165022321 42.6978235956031,23.3784376187323 42.697688293139)),((23.3765747652322 42.6979068755235,23.3765661635809 42.6975699585196,23.3763137760341 42.6975661551287,23.3760495380542 42.69756507587,23.3756750278476 42.6975599791158,23.37568694622 42.6978221231229,23.3756973391831 42.6979794686587,23.3758716181659 42.6979760536746,23.3760546153859 42.6979731424228,23.3760554828817 42.6979148476259,23.3763058852801 42.6979124109952,23.3763382773354 42.6979100938789,23.3765346175128 42.6979076711582,23.3765747652322 42.6979068755235)),((23.3754265646486 42.6996098322039,23.375277716707 42.6983161191408,23.3751495300285 42.6983222525705,23.3730616250343 42.698387718061,23.3728140008035 42.6984395132897,23.3726518376596 42.698486150196,23.3724290065107 42.698527120883,23.3709829465782 42.6986357854192,23.3705915076616 42.6986559334239,23.3706745254164 42.6991526033462,23.3710910471325 42.6990950265985,23.3711688277392 42.6994291681251,23.3711200160582 42.6999374001655,23.3710968165377 42.7000069960991,23.3755221903193 42.7008368093726,23.3754265646486 42.6996098322039),(23.3721854577806 42.6990852751661,23.372181036799 42.6989484554319,23.3720129637838 42.6989475316237,23.3720027923289 42.6988063984221,23.372668123527 42.6987628016596,23.3726801731425 42.6988284859853,23.3727102971219 42.6989927098467,23.3721854577806 42.6990852751661)))","835","244606019",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3575619627318 42.7047275275024,23.3587997266736 42.705158778817,23.3597251605887 42.7025229802208,23.3597499518533 42.7022656616326,23.3593810638817 42.7021937069464,23.3591226553531 42.7021626921435,23.3590336577152 42.7021520060503,23.3588263507505 42.7028870387469,23.3582987641452 42.7027938799938,23.3582810476923 42.7028457620604,23.3582233604695 42.7029884743686,23.3580997979362 42.7033020037609,23.3579348998125 42.7037867918748,23.3578674620858 42.7039854708496,23.3576891506546 42.7045120903326,23.3575619627318 42.7047275275024)))","836","244606020",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3563063783332 42.703459871457,23.3568939557307 42.7025274139877,23.3571627974417 42.7019750484239,23.3559112812509 42.7019026404664,23.3555959607695 42.7019603361852,23.3553495436874 42.7020330725705,23.3548507419253 42.7021803146564,23.3545331291122 42.7022740776596,23.3541871635653 42.7024115162218,23.3540658044457 42.7024820074874,23.3539734664193 42.7025455495759,23.3537832683409 42.7027402159174,23.3533297164065 42.7032528313781,23.3558923251378 42.7041457801104,23.3561084820038 42.7042211025159,23.3575619627318 42.7047275275024,23.3576891506546 42.7045120903326,23.3578674620858 42.7039854708496,23.3579348998125 42.7037867918748,23.3564040191581 42.7034794654081,23.3563063783332 42.703459871457)))","837","244606021",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3560038331021 42.7007608582103,23.3555055520137 42.7006812736327,23.355436617151 42.7009198978518,23.3559190815798 42.7009984575342,23.3560805824416 42.701028585063,23.3562136428668 42.701051652126,23.3562383888905 42.7009788914247,23.3563011174877 42.7008142923883,23.3561575403165 42.7007890842023,23.3560038331021 42.7007608582103)),((23.3582987641452 42.7027938799938,23.3568939557307 42.7025274139877,23.3563063783332 42.703459871457,23.3564040191581 42.7034794654081,23.3579348998125 42.7037867918748,23.3580997979362 42.7033020037609,23.3582233604695 42.7029884743686,23.3582810476923 42.7028457620604,23.3582987641452 42.7027938799938)))","838","244606022",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3589008133631 42.7008439939806,23.3580860461176 42.7007421258935,23.3580046634915 42.7009885878429,23.3588295229607 42.7011504055386,23.3589008133631 42.7008439939806)),((23.3555959607695 42.7019603361852,23.3559112812509 42.7019026404664,23.3571627974417 42.7019750484239,23.3574985444435 42.7014159904534,23.3581680099157 42.7002751578859,23.3566754444647 42.7000268056653,23.3565691016054 42.700021844666,23.3564939088113 42.7002282211028,23.356206810193 42.7001898452842,23.3561347597265 42.7002984363579,23.3559992669746 42.7002540799019,23.3556971575239 42.7003177784405,23.3556858309907 42.7002697562681,23.3553105266131 42.7003448899966,23.3547701291255 42.7004358428635,23.3544830051618 42.7015129876882,23.35489568081 42.7015683156311,23.3552558382385 42.7016038209928,23.3553495436874 42.7020330725705,23.3555959607695 42.7019603361852),(23.355436617151 42.7009198978518,23.3555055520137 42.7006812736327,23.3560038331021 42.7007608582103,23.3561575403165 42.7007890842023,23.3563011174877 42.7008142923883,23.3562383888905 42.7009788914247,23.3562136428668 42.701051652126,23.3560805824416 42.701028585063,23.3559190815798 42.7009984575342,23.355436617151 42.7009198978518)))","839","244606023",2023/04/02,Парламентарни избори в България (април 2023)
