WKT,fid,id,ElDate,Election
"MULTIPOLYGON (((23.3779442730973 42.6619410434099,23.3804346563142 42.6601835761654,23.37986033514 42.6596795081348,23.3790435952921 42.65907967728,23.3787388902196 42.6588562627383,23.3787395400891 42.6588558069896,23.3781692952672 42.6584084046644,23.3780933991055 42.6584889210552,23.3779303328529 42.6586118955007,23.3778076633257 42.6585175497687,23.3776709548623 42.6586145719374,23.3774599205416 42.6584794781888,23.377186764882 42.658650074906,23.3770498170011 42.6585365079821,23.3767740521811 42.6587238426119,23.3769289189566 42.6588447655624,23.3767557208832 42.6589641831526,23.377288366724 42.659369289881,23.3773844635585 42.6593270158976,23.3774618010617 42.6592608379092,23.3782820179226 42.659901250189,23.3778926856462 42.6601630112651,23.377193369118 42.6606331668992,23.3770349569156 42.660507674976,23.3758549453324 42.6613229873407,23.3751191699893 42.6618313492562,23.3765813543025 42.6629132443434,23.3773173508027 42.6623779783978,23.3779442730973 42.6619410434099)))","327","234615009",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3742025622593 42.6553912943114,23.3739868231428 42.6553142361569,23.3738828163682 42.6553886264993,23.3734145096376 42.6557530367782,23.3733955281833 42.6558539063414,23.3739767424675 42.6563654581369,23.3739853467985 42.6563628711332,23.3740878217084 42.6562984213573,23.3743863200879 42.6561520756331,23.3743173999536 42.6560900904491,23.374544823514 42.6559495847167,23.3747559967289 42.655738867922,23.374784237387 42.6557106911293,23.3748290441489 42.6556044655144,23.3742025622593 42.6553912943114)),((23.3764717446028 42.6588774176358,23.3765596507953 42.6588137576045,23.3765980332823 42.6588434137395,23.3767740509634 42.6587238425734,23.3770498218719 42.6585365081363,23.3771867600112 42.6586500747518,23.3774599228725 42.6584794800634,23.3776709548623 42.6586145719374,23.3778076633257 42.6585175497687,23.3779303328529 42.6586118955007,23.3780933991055 42.6584889210552,23.3781692952672 42.6584084046644,23.3779053441375 42.6582013051165,23.3775721892611 42.6579348365554,23.3772902970311 42.6577093735333,23.377005143072 42.6573278025525,23.3767150786681 42.6570353748323,23.3766247337161 42.6569656901561,23.3765098521447 42.6570123964813,23.376066373354 42.6570976300741,23.3762121675311 42.6573922563388,23.375904617643 42.6575542159918,23.3756458937731 42.6576371210622,23.3754880084017 42.6576785795796,23.3754067453417 42.6576824123541,23.3749056390415 42.6577781269665,23.3749222019223 42.6578220031238,23.3749684752003 42.6579453629084,23.3750820477083 42.6582355831294,23.375097983358 42.658238733469,23.375239621233 42.6583160979972,23.37556344421 42.6585774658598,23.3756474531923 42.6586126952945,23.3759791022018 42.6586339407844,23.3763386586984 42.6589305496901,23.3764717446028 42.6588774176358)))","328","234615010",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.369478843861 42.6546489827915,23.3691772819061 42.6545701653954,23.3685262559091 42.6550944353095,23.3690348138516 42.6554657686606,23.3700495730456 42.6548685370944,23.369912525128 42.6547835241339,23.369715493343 42.6547108314609,23.369478843861 42.6546489827915)),((23.3749815039782 42.6597454403346,23.3746019274242 42.6594594065163,23.3745708086212 42.6594355678681,23.3745061195131 42.6594784755302,23.3736118936333 42.65870718783,23.3738927764048 42.6585371390829,23.3748261814227 42.6583804704135,23.374829016704 42.6583799641822,23.3746950399365 42.6582638287792,23.3749081943398 42.6582225676662,23.3750109017259 42.6582215289066,23.3750820440552 42.6582355830137,23.3749684788533 42.6579453630242,23.3749222055753 42.6578220032396,23.3749056426945 42.6577781270823,23.3749025238528 42.6577787269777,23.3747688449501 42.6578325929689,23.3741857485043 42.6579567984736,23.3740802209048 42.6576614226657,23.3741956610821 42.657458231048,23.3741499453021 42.6573482813815,23.3738718996675 42.6575204367694,23.3738095525393 42.6575200993671,23.3723379928288 42.6578035278109,23.3715126954358 42.6578910604472,23.3712074329057 42.6579520084486,23.3714352434419 42.6584407025081,23.3717021001128 42.6583471879788,23.3725494739029 42.6581319522828,23.3726462969193 42.6581478171276,23.372722096532 42.6581891372329,23.3727420576304 42.6582710621781,23.3728246750817 42.658537916136,23.3728283452335 42.6585497910022,23.3729192273768 42.6585391688766,23.3729905659463 42.658637618193,23.3731788948579 42.6588593819139,23.3742698775409 42.6599883844841,23.3744372137342 42.6601260682977,23.3749815039782 42.6597454403346)))","329","234615011",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3733792401114 42.65660053651,23.3738998154245 42.6570708075237,23.3741379952245 42.6573195296968,23.3741499477375 42.6573482814587,23.3741956635174 42.6574582311251,23.3740802184695 42.6576614225886,23.374185746069 42.6579567983964,23.3747688473855 42.6578325930461,23.3749025214174 42.6577787269005,23.3754067453417 42.6576824123541,23.3754880084017 42.6576785795796,23.3756458937731 42.6576371210622,23.375904617643 42.6575542159918,23.3762121675311 42.6573922563388,23.376066373354 42.6570976300741,23.3765098521447 42.6570123964813,23.3766247337161 42.6569656901561,23.376622887007 42.6569642594366,23.375963297333 42.6564541046868,23.3756871545496 42.6562361924568,23.3752285436656 42.655896596217,23.3748972306084 42.6556512533635,23.3748938893627 42.6556487785009,23.3748570435998 42.6556235996299,23.3748290441489 42.6556044655144,23.37478424104 42.6557106912451,23.3747560003818 42.6557388680378,23.3745448186434 42.6559495845624,23.3743173950831 42.6560900902948,23.3743863200879 42.6561520756331,23.3740878192731 42.6562984212802,23.3739853431455 42.6563628710174,23.3738792739231 42.6563946991254,23.3735172677496 42.6565451586226,23.3734070517761 42.6565909670301,23.3733792401114 42.65660053651)))","330","234615012",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3705038887607 42.6572066546472,23.3719737076359 42.6564246732368,23.3724381335666 42.6562274104309,23.3726776751976 42.6560712482138,23.3723787030284 42.6556897499205,23.3729862792741 42.65524567504,23.3730994771349 42.6553311410905,23.3730031933228 42.6554008384895,23.373111205759 42.6554838314723,23.3730077342443 42.6555607609372,23.3732282711938 42.6557271635576,23.3727412259218 42.6560298325697,23.3729794368435 42.6562393667058,23.3733792401114 42.65660053651,23.3734070542114 42.6565909671073,23.3735172640967 42.6565451585068,23.3738792751408 42.6563946991639,23.3739767424675 42.6563654581369,23.3733955281833 42.6558539063414,23.3734145096376 42.6557530367782,23.3738828163682 42.6553886264993,23.3739868231428 42.6553142361569,23.373865141307 42.655270767519,23.3737714863563 42.6552383023608,23.3737654453627 42.6552362092079,23.3734405902151 42.6550727515271,23.3732711218623 42.654937231703,23.372077440409 42.6539826272564,23.371933738515 42.653865171779,23.3719331082168 42.6538646835753,23.3719318679744 42.6538656419032,23.3717526059542 42.6540041555556,23.3714364981171 42.6542204815746,23.3718663232313 42.6546490629924,23.3716077241202 42.6548135602469,23.3711472697471 42.6544184129521,23.3709507827516 42.6545528772406,23.3709206296962 42.6546481164824,23.3709344816339 42.65470126342,23.3709943920734 42.654744703539,23.3703557283002 42.6552192590609,23.3703455605375 42.6552104428697,23.3698194564288 42.6555700800196,23.3697046941763 42.6556545331195,23.3698425690487 42.6559698047859,23.369883929133 42.6561266852686,23.36989225462 42.6561944264514,23.370064727794 42.6561678712635,23.3703271340527 42.6563760418977,23.3699652356163 42.6565139930477,23.3697220282134 42.6567236465261,23.3694834873679 42.6565401252399,23.3691028112751 42.6568555381485,23.3688451066232 42.6571651419455,23.3690884157848 42.6574127101442,23.3693925826699 42.6577189289206,23.3697231032735 42.6580252853355,23.3702756206498 42.6580801576184,23.3706120831771 42.6577968966262,23.3705038887607 42.6572066546472)),((23.374400783795 42.6606007734654,23.3741207271432 42.660389034525,23.3737342520696 42.6606648030344,23.3740204628198 42.660883239857,23.374400783795 42.6606007734654)))","331","234615013",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3775721892611 42.6579348365554,23.3779053465729 42.6582013051936,23.3787395340006 42.6588558067969,23.3787388950904 42.6588562628925,23.3790435989452 42.6590796773957,23.3796918444641 42.6586270449556,23.3794236531197 42.6584070279271,23.3801007313283 42.6582919029758,23.3799124901897 42.6576992077747,23.3794220665143 42.657812133352,23.379332574507 42.6577656832766,23.3794170216596 42.6576231414833,23.3793500119389 42.6574031664217,23.3793262526392 42.6573141126464,23.3787617843877 42.6574220078832,23.378570976145 42.6573523187,23.3782849021201 42.657450032133,23.3782800020273 42.6574517066524,23.3782462511253 42.6574751708812,23.3776574221807 42.6578844900779,23.3775721892611 42.6579348365554)))","332","234615014",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3826902059532 42.6562024539971,23.3826204863278 42.6561508419936,23.3826154516882 42.6563067237936,23.3825751201236 42.6570280629243,23.3824331740457 42.6576449237638,23.3823895878907 42.6577629540218,23.3831456488084 42.6572184235704,23.3832750891152 42.6570730990475,23.383334369029 42.6569617621097,23.3833297382279 42.6568414895743,23.3833019645029 42.6567082082653,23.3832624218882 42.6565877414703,23.382764827401 42.6563059191612,23.3826902059532 42.6562024539971)),((23.3814888062604 42.6580382054001,23.3811129383652 42.6577267764335,23.3817281096481 42.6572959709139,23.3816700924149 42.6572525089256,23.3814690723085 42.657086304899,23.381358975121 42.6570116024705,23.3812552668856 42.6569417733768,23.3804283346896 42.6570958181734,23.3797636320223 42.6572305092997,23.3793262526392 42.6573141126464,23.3793500119389 42.6574031664217,23.3794170216596 42.6576231414833,23.379332574507 42.6577656832766,23.3794220665143 42.657812133352,23.3799124901897 42.6576992077747,23.3801007313283 42.6582919029758,23.3794236531197 42.6584070279271,23.3796918444641 42.6586270449556,23.3790435989452 42.6590796773957,23.3798603400109 42.659679508289,23.3808710095439 42.6589454843477,23.3811414551059 42.6586635027082,23.3817332159764 42.6582501135915,23.3817422159749 42.6582445347336,23.3817417986853 42.6582440947395,23.3814888062604 42.6580382054001)))","333","234615015",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3811129371475 42.657726776395,23.3814888013896 42.6580382052461,23.3817418023906 42.6582440939563,23.3817422147572 42.6582445346951,23.3819322588983 42.6581266380784,23.3819619065053 42.658070973822,23.3823895878907 42.6577629540218,23.3824331740457 42.6576449237638,23.3825751201236 42.6570280629243,23.3826154516882 42.6563067237936,23.3826204863278 42.6561508419936,23.3822442426025 42.6558722888921,23.3813586635623 42.6565056694159,23.3818609831224 42.6568702819204,23.3821140610199 42.6569264377768,23.3816700924149 42.6572525089256,23.3817281084305 42.6572959708754,23.3811129371475 42.657726776395)))","334","234615016",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.379994596445 42.6560106354854,23.3803913777624 42.6562455939539,23.3806208959347 42.6568420596614,23.3804283346896 42.6570958181734,23.3812552668856 42.6569417733768,23.381358975121 42.6570116024705,23.3814690723085 42.657086304899,23.3816700924149 42.6572525089256,23.3821140598023 42.6569264377383,23.3818609782518 42.6568702817664,23.3813586672152 42.6565056695315,23.3822442450378 42.6558722889691,23.3823673766261 42.6557842142246,23.3820929285526 42.6555593774447,23.3815931532216 42.6551104676553,23.3810264716774 42.6554551943839,23.3809387400069 42.6553710450616,23.380863208061 42.6554023915277,23.379994596445 42.6560106354854)))","335","234615017",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3765415213235 42.6553583704266,23.3759099652997 42.6549175095471,23.3754504497335 42.655284711726,23.3760109806933 42.6557587305002,23.3762875076165 42.6555680352765,23.3764976657342 42.6554159306484,23.3765415213235 42.6553583704266)),((23.3782800020273 42.6574517066524,23.378570976145 42.6573523187,23.3787617843877 42.6574220078832,23.3793262526392 42.6573141126464,23.3797636320223 42.6572305092997,23.3804283346896 42.6570958181734,23.3806208959347 42.6568420596614,23.3803913777624 42.6562455939539,23.379994596445 42.6560106354854,23.3797893757993 42.6561617475922,23.3775455526648 42.6566030358128,23.3769781200165 42.6567225562831,23.376862806861 42.6568000983961,23.3769292379614 42.6568740048535,23.3767150786681 42.6570353748323,23.377005143072 42.6573278025525,23.3772902970311 42.6577093735333,23.3775721892611 42.6579348365554,23.3776574221807 42.6578844900779,23.3782462511253 42.6574751708812,23.3782800020273 42.6574517066524)))","336","234615018",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.380863208061 42.6554023915277,23.3806229331843 42.6551480785062,23.3796114419452 42.6557980814922,23.3789493589187 42.6559215317474,23.3774730379252 42.6562387353165,23.3774993594257 42.656436812639,23.3775455526648 42.6566030358128,23.3797893757993 42.6561617475922,23.379994596445 42.6560106354854,23.380863208061 42.6554023915277)))","337","234615019",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3777765814288 42.6555139448815,23.3782091431224 42.655859990654,23.3784245590538 42.6560342934031,23.3789493601363 42.6559215317859,23.3796114370747 42.655798081338,23.3806229368371 42.6551480786217,23.3808632117139 42.6554023916433,23.380938736354 42.655371044946,23.3810264668068 42.6554551942298,23.3815931495165 42.6551104684385,23.381356462268 42.6548438500902,23.3808027254939 42.654011241653,23.3800534849315 42.6528425281996,23.3795338051052 42.6532329830311,23.3795224034987 42.6537206344573,23.3795114646642 42.6539265490092,23.3795234166786 42.653974769882,23.3795720793457 42.6540890318735,23.3787176556023 42.6546962412266,23.3782566118712 42.6550238827518,23.3780789392601 42.6551310880638,23.3780205513272 42.6551697204026,23.3779496918183 42.6552141815294,23.3778991126844 42.6552693036076,23.3778126514087 42.6554420560796,23.3777765814288 42.6555139448815),(23.379586217188 42.6547944400967,23.3799703381865 42.6545685002479,23.3802375033289 42.6548064990281,23.3798411499653 42.6550351942444,23.379586217188 42.6547944400967)))","338","234615020",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3748570399469 42.6556235995142,23.3748938942333 42.6556487786552,23.3748972257378 42.6556512532092,23.3752285461009 42.6558965962941,23.3756871582548 42.6562361916737,23.3759632948977 42.6564541046097,23.3766228882246 42.6569642594752,23.3767150847564 42.6570353750252,23.376929235526 42.6568740047764,23.3768628031558 42.6568000991792,23.3769781163635 42.6567225561674,23.3775455538824 42.6566030358514,23.3774993557728 42.6564368125233,23.3774730427958 42.6562387354707,23.3784245590538 42.6560342934031,23.3782091431224 42.655859990654,23.3777765814288 42.6555139448815,23.3778126514087 42.6554420560796,23.3777635832967 42.6554007663292,23.3772730411447 42.6549879306023,23.3774098574975 42.6549484658451,23.3775246852265 42.6550227545791,23.3783499071512 42.654445614027,23.3783606681872 42.6543716983837,23.3780910324452 42.6541592428333,23.3779595880931 42.6542470957029,23.3776652103345 42.6540397094239,23.377552156028 42.6540521220844,23.377423981762 42.654056725595,23.3771626976635 42.6544469339876,23.3770947247867 42.6544155414327,23.3768883261136 42.6545695184689,23.3763720456787 42.654190602684,23.3754916588415 42.6548172813841,23.3750323326783 42.6551458961155,23.3752192796015 42.6553289984737,23.3749338892536 42.6555455789915,23.3748577644705 42.6556202450182,23.3748570399469 42.6556235995142),(23.3764976657342 42.6554159306484,23.3762875076165 42.6555680352765,23.3760109806933 42.6557587305002,23.3754504497335 42.655284711726,23.3759099652997 42.6549175095471,23.3765415213235 42.6553583704266,23.3764976657342 42.6554159306484)))","339","234615021",2023/04/02,Парламентарни избори в България (април 2023)
