WKT,fid,№,Идент. на локация,Адрес,Х,Y,Номер на секция,Дата на избора,Избори
"POINT (23.2476904237787 42.6862698937082)","947","947",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618028",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","948","948",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618029",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","949","949",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618030",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","950","950",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618031",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","951","951",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618032",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","952","952",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618033",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","953","953",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618034",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","954","954",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618067",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","955","955",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618068",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","956","956",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618069",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2476904237787 42.6862698937082)","957","957",2.4.2023 г._29,"149 СУ ""Иван Хаджийски"", гр.София, ж.к. ОВЧА КУПЕЛ 2",192585.9615,4732806.456,"254618070",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.1320447002847 42.7192525021736)","958","958",2.4.2023 г._3,"Читалището, гр.Банкя, кв. ВЕРДИКАЛ, УЛ.ВАРНА № 202",183278.3147,4736897.451,"254624008",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","959","959",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619026",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","960","960",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619027",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","961","961",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619028",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","962","962",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619029",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","963","963",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619030",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","964","964",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 2, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619031",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","965","965",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619032",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","966","966",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619033",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","967","967",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619034",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","968","968",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619035",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","969","969",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619036",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","970","970",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619037",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","971","971",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619038",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","972","972",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619039",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2471341140552 42.7197036424587)","973","973",2.4.2023 г._30,"33 ОУ „Санкт Петербург“, гр.София, ж.к. ЛЮЛИН 3, УЛ.309-ТА ( ЛЮЛИН ) № 8",192705.5652,4736521.696,"254619040",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","974","974",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619073",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","975","975",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619074",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","976","976",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619075",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","977","977",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619076",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","978","978",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619077",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","979","979",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619078",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","980","980",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619079",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","981","981",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619080",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","982","982",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619081",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","983","983",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619082",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2522343795214 42.7115408319468)","984","984",2.4.2023 г._31,"27 СУ „Акад. Георги Караславов“, гр.София, ж.к. ЛЮЛИН 6, УЛ.ПОЛК.НИКОЛА ПОПОВ № 4",193082.9515,4735596.545,"254619083",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","985","985",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619014",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","986","986",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619015",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","987","987",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619016",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","988","988",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619017",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","989","989",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619018",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","990","990",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619019",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","991","991",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619020",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","992","992",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619021",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","993","993",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619022",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","994","994",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619023",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","995","995",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619024",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2527375746944 42.7253875206364)","996","996",2.4.2023 г._32,"90 СУ ""Ген. Хосе де Сан Мартин"", гр.София, ж.к. ЛЮЛИН 2, УЛ.СТЕФАНИЯ КЛИНЧАРОВА № 3",193192.4943,4737132.554,"254619025",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2542040005507 42.7339319963177)","997","997",2.4.2023 г._33,"ж.к. Люлин, гр.София, БУЛ.ЕВРОПА № 138А",193354.7289,4738076.186,"254619131",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","998","998",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618010",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","999","999",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618011",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1000","1000",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618012",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1001","1001",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618013",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1002","1002",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618014",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1003","1003",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618015",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1004","1004",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618016",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1005","1005",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618017",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1006","1006",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618018",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1007","1007",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618019",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1008","1008",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618020",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1009","1009",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618021",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1010","1010",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618022",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1011","1011",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618023",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1012","1012",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618024",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1013","1013",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618047",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1014","1014",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618051",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1015","1015",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618052",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1016","1016",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618053",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1017","1017",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618054",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1018","1018",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618056",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1019","1019",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618057",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1020","1020",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618058",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1021","1021",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618065",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2588341678734 42.6850472974669)","1022","1022",2.4.2023 г._34,"88 СУ ""Димитър Попниколов"", гр.София, ж.к. ОВЧА КУПЕЛ 1",193493.017,4732630.133,"254618066",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.250852419133 42.8183609250975)","1023","1023",2.4.2023 г._35,"Кметството, с.Житен, УЛ.ЖИТНИЦА № 22",193497.6256,4747465.279,"254621004",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1024","1024",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618001",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1025","1025",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618002",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1026","1026",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618003",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1027","1027",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618004",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1028","1028",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618005",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1029","1029",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618006",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1030","1030",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618007",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1031","1031",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618008",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1032","1032",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618009",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1033","1033",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618048",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1034","1034",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618049",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1035","1035",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618050",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1036","1036",2.4.2023 г._36,"66 СУ "" Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618055",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1037","1037",2.4.2023 г._36,"66 СУ ""Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618059",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1038","1038",2.4.2023 г._36,"66 СУ ""Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618061",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1039","1039",2.4.2023 г._36,"66 СУ ""Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618062",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1040","1040",2.4.2023 г._36,"66 СУ ""Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618063",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2607379385626 42.6728525902898)","1041","1041",2.4.2023 г._36,"66 СУ ""Филип Станиславов"", гр.София, УЛ.БУКЕТ № 29",193589.0039,4731268.858,"254618064",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1042","1042",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619001",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1043","1043",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619002",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1044","1044",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619003",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1045","1045",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619004",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1046","1046",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619005",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1047","1047",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619006",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1048","1048",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619007",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1049","1049",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619008",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.2599136173564 42.7268506591631)","1050","1050",2.4.2023 г._37,"137 СУ „Ангел Кънчев“, гр.София, ж.к. ЛЮЛИН 1, БУЛ.ЕВРОПА № 135",193787.3078,4737268.966,"254619009",2023/04/02,Парламентарни избори в България (април 2023)
